algorithm,len,ed,time,clock_time,calls
greedy_approach,153,135.0,0.019947052001953125,0.019863900000004264,1
divide_and_conquer,153,122.0,0.06692242622375488,0.06674790000000286,1
dinamic_programming,153,122.0,0.033965110778808594,0.03420489999999887,1
dinamic_programming_2,153,122.0,0.05684971809387207,0.05739059999999796,1
greedy_approach,153,130.0,0.01695418357849121,0.01685499999999962,1
divide_and_conquer,153,104.0,0.06283283233642578,0.06207369999999912,1
dinamic_programming,153,104.0,0.036913394927978516,0.03700160000000352,1
dinamic_programming_2,153,104.0,0.05884289741516113,0.059194100000006244,1
greedy_approach,178,163.0,0.11671209335327148,0.11719529999999878,1
divide_and_conquer,178,142.0,0.1169595718383789,0.11682190000000503,1
dinamic_programming,178,142.0,0.04356241226196289,0.044173900000004096,1
dinamic_programming_2,178,142.0,0.07445716857910156,0.07443920000000048,1
greedy_approach,173,153.0,0.09771847724914551,0.09736749999999716,1
divide_and_conquer,173,133.0,0.07088160514831543,0.0710490999999962,1
dinamic_programming,173,133.0,0.03548383712768555,0.035391600000004075,1
dinamic_programming_2,173,133.0,0.07718992233276367,0.0768976999999964,1
greedy_approach,160,142.0,0.03022146224975586,0.030316599999999028,1
divide_and_conquer,160,127.0,0.1080782413482666,0.1081253999999987,1
dinamic_programming,160,127.0,0.0377655029296875,0.03742390000000029,1
dinamic_programming_2,160,127.0,0.06594538688659668,0.06573089999999837,1
greedy_approach,153,138.0,0.11868453025817871,0.11950579999999889,1
divide_and_conquer,153,121.0,0.04986858367919922,0.050269700000001194,1
dinamic_programming,153,121.0,0.024931669235229492,0.02580640000000045,1
dinamic_programming_2,153,121.0,0.04687619209289551,0.04685570000000183,1
greedy_approach,153,125.0,0.06495261192321777,0.0649019000000024,1
divide_and_conquer,153,107.0,0.057579994201660156,0.05797059999999732,1
dinamic_programming,153,107.0,0.033486127853393555,0.03320810000000307,1
dinamic_programming_2,153,107.0,0.05308938026428223,0.052857700000004115,1
greedy_approach,153,129.0,0.04587984085083008,0.04615090000000066,1
divide_and_conquer,153,112.0,0.06084704399108887,0.06112799999999652,1
dinamic_programming,153,112.0,0.029013395309448242,0.029188900000001183,1
dinamic_programming_2,153,112.0,0.0556483268737793,0.05553170000000307,1
greedy_approach,153,132.0,0.03119516372680664,0.030785399999999186,1
divide_and_conquer,153,108.0,0.05877208709716797,0.058202600000001325,1
dinamic_programming,153,108.0,0.030237197875976562,0.0300218000000001,1
dinamic_programming_2,153,108.0,0.05811786651611328,0.0585467999999949,1
greedy_approach,153,143.0,0.0019943714141845703,0.0018230000000016844,1
divide_and_conquer,153,131.0,0.062427520751953125,0.06249919999999776,1
dinamic_programming,153,131.0,0.0321962833404541,0.03223170000000408,1
dinamic_programming_2,153,131.0,0.060384273529052734,0.060855400000001225,1
greedy_approach,153,139.0,0.06670856475830078,0.06661189999999806,1
divide_and_conquer,153,115.0,0.05758190155029297,0.0574514999999991,1
dinamic_programming,153,115.0,0.027998685836791992,0.028514199999996492,1
dinamic_programming_2,153,115.0,0.0548558235168457,0.05560110000000407,1
greedy_approach,153,124.0,0.02384781837463379,0.024002000000002965,1
divide_and_conquer,153,106.0,0.09632706642150879,0.09693640000000414,1
dinamic_programming,153,106.0,0.030459880828857422,0.02990909999999758,1
dinamic_programming_2,153,106.0,0.0572509765625,0.05700259999999702,1
greedy_approach,177,161.0,0.13192486763000488,0.1326962999999992,1
divide_and_conquer,177,137.0,0.0829770565032959,0.08318009999999987,1
dinamic_programming,177,137.0,0.04429745674133301,0.04447779999999568,1
dinamic_programming_2,177,137.0,0.08301067352294922,0.08249560000000145,1
greedy_approach,153,137.0,0.11271119117736816,0.11309250000000048,1
