algorithm,len,ed,time,clock_time,calls
divide_and_conquer,5,5.0,0.0,0.00018200000000234695,1
dinamic_programming,5,5.0,0.0,0.00014910000000156742,1
dinamic_programming_2,5,5.0,0.0,0.0002004999999982715,1
greedy_approach,5,5.0,0.0,7.560000000239597e-05,1
divide_and_conquer,5,5.0,0.0,0.0003393000000002644,1
dinamic_programming,5,5.0,0.0,0.00022520000000270102,1
dinamic_programming_2,5,5.0,0.0009980201721191406,0.00018800000000140926,1
greedy_approach,5,5.0,0.0,8.100000000155205e-05,1
divide_and_conquer,5,5.0,0.0,0.000381699999998375,1
dinamic_programming,5,5.0,0.0,0.00015580000000170457,1
dinamic_programming_2,5,5.0,0.0,0.00018210000000351556,1
greedy_approach,5,5.0,0.0,8.400000000108321e-05,1
divide_and_conquer,5,5.0,0.0,0.0004257000000009725,1
dinamic_programming,5,5.0,0.0,0.0001431000000025051,1
dinamic_programming_2,5,5.0,0.0,0.0001812000000001035,1
greedy_approach,5,5.0,0.0,8.0499999995709e-05,1
divide_and_conquer,5,5.0,0.0010037422180175781,0.0003637000000011881,1
dinamic_programming,5,5.0,0.0,0.0001483000000064294,1
dinamic_programming_2,5,5.0,0.0,0.0001792999999992162,1
greedy_approach,5,5.0,0.0,0.00013009999999979982,1
divide_and_conquer,5,4.0,0.000997781753540039,0.00020630000000210202,1
dinamic_programming,5,4.0,0.0,0.0001451999999986242,1
dinamic_programming_2,5,4.0,0.0,0.00016459999999796082,1
greedy_approach,5,4.0,0.0,8.150000000028967e-05,1
divide_and_conquer,5,5.0,0.0,0.0002020000000015898,1
dinamic_programming,5,5.0,0.0,0.0001356000000001245,1
dinamic_programming_2,5,5.0,0.0,0.00016789999999389238,1
greedy_approach,5,5.0,0.0,8.109999999561524e-05,1
divide_and_conquer,5,5.0,0.000993490219116211,0.0003796000000022559,1
dinamic_programming,5,5.0,0.0,0.00013079999999376923,1
dinamic_programming_2,5,5.0,0.0,0.00015789999999782367,1
greedy_approach,5,5.0,0.0,8.01999999993086e-05,1
divide_and_conquer,5,5.0,0.000997304916381836,0.0003681999999969321,1
dinamic_programming,5,5.0,0.0,0.0001371000000034428,1
dinamic_programming_2,5,5.0,0.000997304916381836,0.0001868000000015968,1
